1.463660744699719451e+01 3.176445836879616991e+01 2.380322494513344012e+01 2.360009371338294670e+01 7.848606425120363106e+00 8.608752285363916457e+00 5.213788658818408805e+00 2.679799521998230816e+01 2.111365349973245742e+01 2.877016175008993315e+01 3.273877270516577287e+00 8.779517068230127563e+00 8.727357542589189165e+00 6.285865086409330615e+00 6.676790616749713081e+00 7.085895984785945956e+00 7.985183323202289074e+00 8.737928336023859544e+00 7.059572794780985205e+00 6.776672581743337531e+00
-7.982497566111359522e-01 -3.968920172420730558e-02 -5.554799772699903215e-01 -4.591213285100080865e-01 1.429360412925234414e+00 1.568004508799583752e+00 -7.797092462795681689e-01 5.486336251442027745e-01 -2.391771888764412379e-01 2.543195795925048408e-01 7.974877259882751090e+00 1.877684507151948878e+01 1.822333167394021558e+01 1.370061030607184094e+01 1.085366599460843950e+01 1.196599821616232973e+01 1.581893680401170954e+01 1.705054352043885757e+01 1.767263761152320001e+01 1.735858104874798613e+01
-1.111406816183215351e+00 -6.930755585351826564e-01 -9.425033952379271440e-01 -8.839084108964764264e-01 -5.733156022663968843e-01 -5.266745356511397524e-01 -1.126913581204314729e+00 -7.942016101914614046e-01 -1.042415096934387719e+00 -8.600693660086163872e-01 7.187010750354705380e+00 1.697935479673670756e+01 1.652700656915320820e+01 1.235044310652858890e+01 1.105447600907464079e+01 1.223938696420828975e+01 1.458683481807860716e+01 1.576669314254594489e+01 1.625804881449146677e+01 1.579796872407754016e+01
-1.111406816183215351e+00 -7.432873568397921904e-01 -1.005426875263031317e+00 -8.866215577804805736e-01 -7.761090376349182307e-01 -9.056399901446150480e-01 -1.041721340650588967e+00 -7.198645760050750297e-01 -1.002163034585704438e+00 -8.066267610498759622e-01 6.148913147950597846e+00 1.516069273177476262e+01 1.480673266084979645e+01 1.090721626861786930e+01 1.015889536712688290e+01 1.115256196524716437e+01 1.301871380836085734e+01 1.410904517810459602e+01 1.464710539524405597e+01 1.404637498674556895e+01
-1.111406816183215351e+00 -7.077174200033267137e-01 -9.936957042692641240e-01 -8.806269816062808342e-01 -9.137525001925461687e-01 -1.052488674010359171e+00 -1.047522986172180870e+00 -8.376671724083998294e-01 -1.011989275747061212e+00 -8.693827074211248895e-01 5.271073453589345092e+00 1.360425801529818912e+01 1.321704838770216028e+01 9.756326627695091958e+00 9.129466602383820018e+00 9.916588198641354879e+00 1.162898992312969604e+01 1.263217429214193110e+01 1.313072512395313929e+01 1.254061639669685668e+01
-1.046636985674797460e+00 -7.214880452848403403e-01 -1.005426875263031317e+00 -8.775662829791810449e-01 -8.063912221788119838e-01 -9.332318373921109078e-01 -1.117367024275882414e+00 -8.299125212210032299e-01 -9.712525641858411607e-01 -8.734869257166499867e-01 4.658001986013712070e+00 1.222429199941625733e+01 1.187166277929609670e+01 8.740640033862687730e+00 8.125844597366535638e+00 8.774791899092754477e+00 1.036209890182080429e+01 1.132971327326761646e+01 1.180782018446014803e+01 1.122575918883792845e+01
-1.111406816183215351e+00 -6.815478392297577015e-01 -9.727717315711595925e-01 -8.766630920029023777e-01 -8.885027056779248866e-01 -8.730305118248907759e-01 -1.075153446360519016e+00 -8.276268953521414007e-01 -1.003721397727492359e+00 -7.967543951761064669e-01 4.073912906437556103e+00 1.091118619661544287e+01 1.067248361054351413e+01 7.868808211239253225e+00 7.231197028903580737e+00 7.737090586992367847e+00 9.289818128832191491e+00 1.015325780311646753e+01 1.058070099772663752e+01 1.012312006817818499e+01
-1.111406816183215351e+00 -7.398729527786861437e-01 -9.661795575594969154e-01 -8.745668671141002548e-01 -9.538109160122734131e-01 -9.231809704088785873e-01 -9.717360403146724224e-01 -8.221064148761143553e-01 -9.358710201926802030e-01 -8.893164661825947448e-01 3.370798226064548597e+00 9.800991043996459595e+00 9.534776285230092796e+00 6.960569220855939321e+00 6.539784980238313672e+00 7.014134105094903759e+00 8.261334513657713430e+00 9.183770771879860462e+00 9.475620527280625538e+00 8.960247028199637143e+00
-1.050850786030147921e+00 -6.269866899350936551e-01 -9.924059989155329387e-01 -9.314442404228543415e-01 -8.709788672742165838e-01 -8.621748180235234704e-01 -1.127131935029531018e+00 -8.447016233884980796e-01 -1.029452446503760887e+00 -8.708214830509691806e-01 3.059527849255020637e+00 8.818376829847560217e+00 8.515494125103915124e+00 6.237760433338398691e+00 5.825346648879167866e+00 6.134335817890798737e+00 7.364380951733828340e+00 8.193272167921158200e+00 8.440489690779076071e+00 8.023074649540410164e+00
-1.111406816183215351e+00 -7.327446394784441486e-01 -8.965695654277568982e-01 -8.809887866249269672e-01 -7.826562946648885077e-01 -9.463678993287735208e-01 -1.127131935029531018e+00 -8.447016233884980796e-01 -1.042415096934387719e+00 -8.893164661825947448e-01 2.696009503355682124e+00 7.948177069989179166e+00 7.644921159481573802e+00 5.726429039020688450e+00 5.132274418592493781e+00 5.495871544108989148e+00 6.486709422385968260e+00 7.293671710580620804e+00 7.564922540011331797e+00 7.094234883007460191e+00
